Date,Open,High,Low,Close,Adj Close,Volume
2014-10-17,128.000000,131.125000,124.199997,129.524994,80.665291,3859298
2014-10-20,132.000000,138.574997,131.050003,137.149994,85.413971,6582492
2014-10-21,138.699997,148.000000,136.300003,142.600006,88.808121,12509916
2014-10-22,144.500000,144.500000,138.850006,141.925003,88.387733,2958206
2014-10-27,143.000000,145.949997,142.250000,143.000000,89.057220,4402364
2014-10-28,143.000000,145.149994,140.824997,144.725006,90.131516,3104626
2014-10-29,146.050003,148.649994,143.750000,147.300003,91.735168,6990190
2014-10-30,147.399994,149.399994,146.050003,147.024994,91.563911,5588912
2014-10-31,147.574997,151.975006,146.000000,151.000000,94.039444,4472804
2014-11-03,151.425003,151.949997,148.500000,150.574997,93.774757,2877822
2014-11-05,150.100006,153.125000,149.574997,151.524994,94.366386,3795552
2014-11-07,151.000000,153.875000,149.750000,151.100006,94.101723,2354584
2014-11-10,151.100006,155.725006,142.800003,150.550003,93.759201,10425680
2014-11-11,151.750000,153.050003,147.250000,148.824997,92.684906,4923352
2014-11-12,149.649994,153.699997,149.050003,151.399994,94.288559,5756656
2014-11-13,152.000000,154.024994,147.750000,149.800003,93.292122,6245940
2014-11-14,150.425003,152.899994,148.350006,152.250000,94.817924,4525234
2014-11-17,153.175003,168.725006,152.250000,167.699997,104.439827,14993358
2014-11-18,168.949997,172.399994,164.024994,168.350006,104.844643,11287980
2014-11-19,168.449997,173.399994,164.250000,168.050003,104.657799,8261636
2014-11-20,168.500000,171.750000,162.625000,166.824997,103.894890,8270854
2014-11-21,167.500000,172.949997,165.774994,170.074997,105.918938,6830368
2014-11-24,171.800003,175.750000,170.175003,170.899994,106.432732,7086334
2014-11-25,171.000000,171.350006,161.375000,165.300003,102.945168,6992740
2014-11-26,165.475006,167.899994,163.949997,165.225006,102.898460,4688464
2014-11-27,164.750000,167.399994,164.074997,165.125000,102.836189,4537018
2014-11-28,165.750000,171.399994,165.750000,168.649994,105.031464,6914944
2014-12-01,168.500000,172.500000,168.149994,171.500000,106.806381,8349044
2014-12-02,170.500000,172.899994,167.324997,170.074997,105.918938,7324226
2014-12-03,170.100006,176.399994,170.100006,172.274994,107.289040,4682584
2014-12-04,172.699997,173.949997,166.524994,168.750000,105.093758,5914260
2014-12-05,169.500000,171.250000,165.199997,166.699997,103.817047,5114506
2014-12-08,166.500000,166.649994,159.000000,160.000000,99.644455,3604916
2014-12-09,158.975006,162.899994,153.175003,154.750000,96.374855,6045802
2014-12-10,155.500000,163.000000,154.600006,162.199997,101.014565,6546608
2014-12-11,161.850006,162.449997,156.324997,158.600006,98.772568,3745920
2014-12-12,158.949997,161.875000,156.300003,157.550003,98.118645,3972232
2014-12-15,156.000000,158.750000,154.600006,156.475006,97.449150,2936682
2014-12-16,154.074997,156.300003,146.850006,148.324997,92.373512,4421642
2014-12-17,146.850006,159.449997,146.850006,155.774994,97.013199,9469832
2014-12-18,159.399994,166.699997,158.649994,164.600006,102.509224,10304760
2014-12-19,167.850006,167.925003,162.800003,164.875000,102.680481,6206928
2014-12-22,165.000000,167.725006,163.000000,166.949997,103.972748,2778670
2014-12-23,167.000000,168.399994,162.600006,163.600006,101.886452,4049372
2014-12-24,164.500000,164.750000,159.600006,162.125000,100.967850,5440298
2014-12-26,162.949997,168.250000,161.675003,167.574997,104.361984,3405090
2014-12-29,168.250000,170.500000,166.250000,166.675003,103.801483,2212572
2014-12-30,167.649994,168.675003,164.500000,165.899994,103.318825,2077278
2014-12-31,166.000000,168.875000,165.300003,167.574997,104.361984,2221332
2015-01-01,167.300003,168.750000,166.000000,167.850006,104.533249,1536516
2015-01-02,167.949997,172.225006,167.000000,167.449997,104.284126,2877398
2015-01-05,167.500000,168.500000,166.350006,166.975006,103.988335,3388572
2015-01-06,166.524994,166.524994,159.125000,159.925003,99.597748,3096622
2015-01-07,160.199997,161.649994,155.250000,158.925003,98.974976,4484524
2015-01-08,160.500000,163.199997,155.125000,160.449997,99.924698,5969670
2015-01-09,160.050003,161.074997,157.125000,157.600006,98.149796,3002654
2015-01-12,160.000000,160.125000,156.574997,157.574997,98.134209,2943888
2015-01-13,158.824997,159.000000,154.949997,155.449997,96.810806,4068146
2015-01-14,156.500000,158.500000,155.000000,156.050003,97.184479,2934554
2015-01-15,159.000000,167.250000,157.975006,163.875000,102.057724,9517762
2015-01-16,163.000000,165.774994,160.800003,163.125000,101.590630,3465014
2015-01-19,163.149994,167.425003,163.149994,164.574997,102.493645,3139550
2015-01-20,165.550003,166.225006,160.649994,160.925003,100.220520,2754792
2015-01-21,161.399994,164.350006,161.050003,162.425003,101.154686,4447726
2015-01-22,161.274994,163.250000,156.750000,159.225006,99.161797,4356714
2015-01-23,160.750000,163.050003,157.500000,159.074997,99.068382,4849490
2015-01-27,160.399994,164.000000,157.000000,163.199997,101.637344,6205190
2015-01-28,163.875000,173.324997,162.750000,170.350006,106.090202,10537346
2015-01-29,170.899994,174.949997,168.699997,170.125000,105.950073,9520882
2015-01-30,171.524994,174.500000,165.074997,166.550003,103.723640,5570614
2015-02-02,166.550003,174.000000,165.000000,172.600006,107.491440,4180120
2015-02-03,174.850006,175.824997,166.675003,168.199997,104.751221,4356242
2015-02-04,168.750000,169.750000,164.625000,165.475006,103.054161,3417250
2015-02-05,165.500000,168.050003,159.500000,160.750000,100.111534,2698272
2015-02-06,161.500000,165.500000,160.000000,163.925003,102.088860,3098172
2015-02-09,161.500000,162.899994,156.800003,157.949997,98.367752,2807798
2015-02-10,156.500000,165.000000,156.149994,162.324997,101.092407,4477638
2015-02-11,163.600006,164.250000,160.100006,162.975006,101.497215,2671846
2015-02-12,164.074997,164.449997,160.524994,162.524994,101.216957,2333594
2015-02-13,163.250000,168.600006,160.725006,162.850006,101.419373,5757068
2015-02-16,163.750000,170.524994,162.800003,169.175003,105.358452,6775584
2015-02-18,169.000000,169.000000,156.750000,157.774994,103.135880,6910794
2015-02-19,158.850006,159.949997,153.750000,158.250000,103.446381,5527162
2015-02-20,159.500000,161.425003,156.300003,158.949997,103.903961,3558180
2015-02-23,159.074997,160.100006,156.774994,157.675003,103.070526,5550180
2015-02-24,158.050003,160.675003,156.324997,160.199997,104.721077,4798804
2015-02-25,160.500000,161.350006,158.875000,159.399994,104.198143,3234334
2015-02-26,160.500000,161.925003,158.649994,161.050003,105.276718,4640450
2015-02-27,162.350006,167.800003,161.300003,167.199997,109.296921,5225648
2015-02-28,null,null,null,null,null,null
2015-03-02,166.800003,183.000000,165.500000,181.149994,118.415878,10011394
2015-03-03,182.449997,185.199997,177.250000,179.899994,117.598770,6229636
2015-03-04,181.449997,185.875000,172.500000,174.750000,114.232277,10824648
2015-03-05,174.750000,177.399994,172.425003,175.399994,114.657158,3611024
2015-03-09,173.300003,175.649994,169.925003,171.000000,111.780937,2555204
2015-03-10,170.500000,176.125000,169.824997,172.600006,112.826828,4739626
2015-03-11,173.000000,177.449997,169.399994,174.000000,113.742012,5365220
2015-03-12,175.649994,176.500000,173.750000,174.524994,114.085182,3495120
2015-03-13,176.149994,176.149994,163.800003,164.949997,107.826126,3218694
2015-03-16,165.949997,168.000000,162.850006,163.750000,107.041687,1862414
2015-03-17,165.500000,171.850006,164.975006,171.024994,111.797279,7315332
2015-03-18,171.000000,174.899994,168.725006,173.625000,113.496872,4546792
2015-03-19,174.899994,176.449997,169.000000,170.074997,111.176270,3878948
2015-03-20,170.500000,172.425003,165.100006,167.050003,109.198860,3521246
2015-03-23,168.000000,170.000000,163.125000,164.750000,107.695366,2419576
2015-03-24,165.500000,169.274994,165.050003,167.875000,109.738136,3468794
2015-03-25,169.199997,169.199997,165.300003,166.324997,108.724937,2110358
2015-03-26,165.500000,167.225006,162.750000,163.675003,106.992661,6318334
2015-03-27,164.449997,166.949997,159.000000,160.199997,104.721077,4990084
2015-03-30,162.500000,166.149994,161.350006,163.675003,106.992661,2009960
2015-03-31,164.250000,167.875000,163.550003,166.600006,108.904694,2901114
2015-04-01,166.500000,169.050003,165.250000,168.800003,110.342819,2903814
2015-04-06,169.300003,170.149994,165.100006,168.050003,109.852547,4173614
2015-04-07,161.800003,164.000000,160.000000,160.625000,104.998901,11406176
2015-04-08,159.000000,167.000000,158.899994,165.149994,107.956833,21809354
2015-04-09,171.350006,173.300003,166.750000,168.175003,109.934258,34424640
2015-04-10,167.750000,173.149994,167.475006,172.050003,112.467316,15804636
2015-04-13,171.850006,173.949997,169.774994,170.574997,111.503098,5603080
2015-04-15,170.399994,171.324997,166.500000,167.550003,109.525696,6089504
2015-04-16,167.925003,168.175003,164.125000,165.399994,108.120255,4798938
2015-04-17,165.500000,166.774994,164.000000,165.324997,108.071243,4214620
2015-04-20,165.925003,165.975006,162.000000,162.500000,106.224564,3013624
2015-04-21,162.899994,164.350006,161.500000,161.824997,105.783325,2987854
2015-04-22,162.524994,163.975006,159.800003,162.975006,106.535072,3449922
2015-04-23,164.024994,164.500000,161.000000,161.425003,105.521858,4128766
2015-04-24,161.750000,161.975006,157.350006,160.949997,105.211342,6784074
2015-04-27,160.750000,161.475006,155.750000,157.000000,102.629280,5289994
2015-04-28,156.899994,159.225006,155.925003,158.574997,103.658836,3956016
2015-04-29,158.574997,158.975006,154.625000,156.449997,102.269722,5242292
2015-04-30,156.925003,157.850006,154.500000,155.774994,101.828499,10662802
2015-05-04,156.574997,160.475006,156.425003,159.500000,104.263496,2886994
2015-05-05,159.175003,160.699997,157.675003,159.375000,104.181793,3835614
2015-05-06,160.000000,160.625000,148.850006,153.574997,100.390388,11150980
2015-05-07,151.600006,154.675003,142.250000,144.199997,94.262039,7258456
2015-05-08,146.399994,149.399994,146.000000,148.100006,96.811440,3905158
2015-05-11,148.550003,151.600006,145.725006,148.925003,97.350731,5023742
2015-05-12,149.250000,149.449997,141.949997,143.425003,93.755440,7056386
2015-05-13,145.500000,148.399994,142.625000,147.375000,96.337509,3805282
2015-05-14,147.000000,149.750000,145.050003,149.300003,97.595863,3273514
2015-05-15,150.350006,150.649994,146.050003,147.574997,96.468254,2712202
2015-05-18,148.399994,150.350006,146.750000,149.475006,97.710266,3853024
2015-05-19,148.949997,150.850006,147.800003,149.375000,97.644897,3345246
2015-05-20,150.649994,152.899994,149.500000,151.399994,98.968613,3670564
2015-05-21,151.625000,153.175003,148.100006,152.750000,99.851089,4297826
2015-05-22,153.399994,155.699997,151.925003,155.050003,101.354568,6131404
2015-05-25,154.050003,154.975006,152.625000,152.925003,99.965492,2347870
2015-05-26,152.500000,153.500000,151.250000,153.000000,100.014519,1902038
2015-05-27,151.449997,152.100006,149.500000,150.800003,98.576408,3015284
2015-05-28,150.800003,151.649994,149.050003,150.850006,98.609100,3200620
2015-05-29,150.725006,152.449997,147.050003,148.125000,96.827774,4901524
2015-06-01,148.500000,149.324997,146.274994,148.699997,97.203644,2771088
2015-06-02,148.699997,148.699997,143.750000,144.524994,94.474495,4736212
2015-06-03,144.500000,145.250000,140.774994,144.074997,94.180344,4737252
2015-06-04,145.449997,145.850006,139.274994,141.550003,92.529770,4666624
2015-06-05,141.000000,143.250000,139.500000,142.824997,93.363228,3620544
2015-06-08,143.875000,144.850006,139.600006,141.274994,92.350006,3827404
2015-06-09,140.875000,143.000000,139.375000,141.574997,92.546112,2892338
2015-06-10,141.725006,144.500000,141.500000,142.574997,93.199806,4533780
2015-06-11,143.250000,143.675003,136.725006,137.175003,89.669868,4014134
2015-06-12,137.000000,138.000000,135.550003,136.350006,89.130585,3095228
2015-06-15,136.949997,138.125000,134.500000,136.199997,89.032524,1882514
2015-06-16,136.000000,137.449997,133.750000,136.225006,89.048874,2084484
2015-06-17,137.000000,138.649994,136.350006,137.024994,89.571815,2899446
2015-06-18,137.500000,137.824997,135.875000,136.300003,89.097908,3575106
2015-06-19,136.949997,141.000000,136.750000,140.675003,91.957794,3847968
2015-06-22,142.000000,143.925003,139.550003,143.024994,93.493965,3300158
2015-06-23,143.050003,145.199997,142.250000,144.425003,94.409134,2712432
2015-06-24,145.500000,146.350006,142.824997,144.100006,94.196671,3528100
2015-06-25,143.000000,144.425003,142.100006,142.600006,93.216148,4981878
2015-06-26,142.199997,143.475006,140.500000,141.699997,92.627808,1957314
2015-06-29,139.000000,139.500000,134.375000,136.675003,89.343040,2653370
2015-06-30,137.000000,138.324997,135.750000,137.574997,89.931351,3744466
2015-07-01,136.800003,140.875000,136.550003,140.024994,91.532890,3982118
2015-07-02,140.000000,142.125000,139.000000,140.350006,91.745338,2500142
2015-07-03,140.649994,143.125000,140.149994,142.625000,93.232491,2763866
2015-07-06,140.975006,145.000000,140.024994,144.175003,94.245697,2389328
2015-07-07,144.000000,145.899994,142.100006,142.475006,93.134438,2794978
2015-07-08,141.500000,141.750000,137.500000,140.574997,91.892418,3173252
2015-07-09,140.750000,143.725006,140.300003,142.824997,93.363228,2208886
2015-07-10,143.350006,144.225006,141.000000,142.074997,92.872963,2792500
2015-07-13,142.074997,143.975006,142.074997,143.274994,93.657387,2597812
2015-07-14,143.975006,144.350006,141.524994,142.500000,93.150772,1755214
2015-07-15,141.024994,143.125000,139.925003,140.125000,91.598259,2371264
2015-07-16,141.074997,148.800003,140.250000,148.175003,96.860466,4017712
2015-07-17,149.024994,150.600006,146.100006,146.524994,95.781876,4850716
2015-07-20,147.350006,147.425003,143.875000,145.350006,95.013794,2587784
2015-07-21,145.350006,147.975006,140.500000,141.324997,92.382675,2772938
2015-07-22,141.000000,146.899994,140.500000,146.100006,95.504051,3760230
2015-07-23,146.500000,146.875000,144.125000,144.750000,94.621582,1922374
2015-07-24,144.750000,145.649994,142.149994,142.524994,93.167114,3060134
2015-07-27,140.500000,143.149994,140.300003,141.574997,92.546112,4217048
2015-07-28,141.875000,142.199997,136.750000,138.000000,90.209175,3506102
2015-07-29,138.000000,138.550003,135.050003,136.675003,89.343040,3155454
2015-07-30,137.750000,139.500000,135.899994,137.774994,90.062080,12304518
2015-07-31,138.324997,139.024994,133.524994,135.500000,88.574951,4410210
2015-08-03,136.350006,137.175003,134.675003,135.975006,88.885452,3316788
2015-08-04,136.475006,140.649994,135.824997,139.625000,91.271423,4490310
2015-08-05,140.149994,141.000000,136.449997,137.050003,89.588173,3017548
2015-08-06,137.500000,138.100006,133.750000,134.399994,87.855888,4348228
2015-08-07,134.000000,136.149994,132.750000,133.050003,86.973412,3018070
2015-08-10,136.574997,139.050003,133.925003,134.675003,88.035660,6682586
2015-08-11,135.725006,137.250000,134.449997,135.425003,88.525925,5316934
2015-08-12,135.000000,135.125000,125.099998,127.324997,83.231033,5245784
2015-08-13,128.725006,129.600006,124.875000,125.824997,82.250496,3509776
2015-08-14,127.500000,131.000000,126.074997,129.750000,84.816231,2081302
2015-08-17,129.800003,133.899994,127.900002,131.699997,86.090927,2795410
2015-08-18,131.600006,133.699997,130.350006,132.225006,86.434113,2523332
2015-08-19,132.250000,132.475006,127.900002,128.625000,84.080826,1612218
2015-08-20,127.275002,129.774994,126.099998,127.074997,83.067612,3757028
2015-08-21,126.000000,127.474998,123.175003,126.675003,82.806145,3094532
2015-08-24,123.000000,123.000000,109.800003,110.625000,72.314423,8259460
2015-08-25,112.949997,119.474998,105.599998,116.900002,76.416328,9143968
2015-08-26,115.500000,124.375000,112.949997,119.824997,78.328354,7994490
2015-08-27,120.500000,127.449997,120.500000,126.550003,82.724419,6840004
2015-08-28,129.000000,129.375000,122.699997,124.699997,81.515099,4425778
2015-08-31,122.400002,127.349998,121.650002,126.625000,82.773453,6062426
2015-09-01,124.500000,127.900002,122.125000,124.775002,81.564125,4484098
2015-09-02,125.775002,127.500000,121.074997,121.925003,79.701118,3747302
2015-09-03,123.000000,126.949997,121.824997,126.400002,82.626373,2852772
2015-09-04,125.275002,125.400002,117.574997,118.550003,77.494911,5192872
2015-09-07,118.949997,121.000000,115.900002,118.875000,77.707352,3553558
2015-09-08,118.775002,123.300003,118.000000,121.625000,79.505005,2432072
2015-09-09,122.500000,126.699997,122.000000,125.175003,83.683327,4205184
2015-09-10,123.500000,126.199997,120.699997,125.650002,84.000877,4397554
2015-09-11,126.300003,126.300003,122.500000,123.525002,82.580246,1814358
2015-09-14,124.250000,127.800003,122.699997,126.050003,84.268288,2085730
2015-09-15,126.050003,127.699997,123.500000,124.000000,82.897797,2480956
2015-09-16,125.900002,127.000000,124.500000,126.650002,84.669403,2474730
2015-09-18,128.175003,131.824997,126.750000,131.274994,87.761360,4063470
2015-09-21,131.000000,138.500000,129.024994,137.375000,91.839394,4941236
2015-09-22,137.750000,138.649994,133.300003,134.375000,89.833801,4949414
2015-09-23,131.600006,134.250000,131.600006,133.000000,88.914566,2113970
2015-09-24,132.949997,136.500000,132.274994,133.824997,89.466118,2319726
2015-09-28,134.000000,135.225006,129.500000,130.024994,86.925690,1793408
2015-09-29,129.000000,133.975006,128.074997,131.975006,88.229340,2516264
2015-09-30,133.975006,137.750000,132.000000,137.024994,91.605400,3425174
2015-10-01,138.000000,139.350006,135.750000,137.149994,91.688965,3460916
2015-10-05,139.199997,148.774994,139.125000,146.875000,98.190430,6815388
2015-10-06,147.500000,147.500000,138.925003,140.300003,93.794853,7557824
2015-10-07,141.000000,141.500000,135.100006,135.625000,90.669464,6403514
2015-10-08,136.274994,137.850006,133.024994,134.000000,89.583107,5121466
2015-10-09,135.199997,135.800003,130.800003,131.675003,88.028778,4070718
2015-10-12,131.899994,133.449997,130.225006,131.350006,87.811508,4477224
2015-10-13,131.350006,132.850006,129.800003,131.750000,88.078911,5556200
2015-10-14,131.500000,131.875000,127.250000,127.650002,85.337936,3796908
2015-10-15,128.750000,130.199997,128.375000,129.475006,86.558006,2896700
2015-10-16,129.524994,129.925003,126.849998,128.324997,85.789192,4254748
2015-10-19,129.850006,130.500000,127.800003,128.600006,85.973045,3632672
2015-10-20,129.125000,133.149994,128.750000,129.850006,86.808716,5835160
2015-10-21,130.250000,131.875000,128.600006,130.475006,87.226540,3003192
2015-10-23,131.875000,131.875000,129.149994,129.899994,86.842125,3507602
2015-10-26,130.500000,130.800003,125.724998,126.000000,84.234856,4255210
2015-10-27,126.000000,128.475006,125.500000,127.900002,85.505074,2307788
2015-10-28,127.099998,128.274994,125.724998,126.574997,84.619263,3002776
2015-10-29,126.500000,126.699997,122.750000,123.099998,82.296127,6539230
2015-10-30,123.050003,127.199997,123.050003,124.800003,83.432625,4682092
2015-11-02,124.599998,126.699997,123.500000,124.375000,83.148499,3462554
2015-11-03,126.500000,129.375000,126.074997,128.774994,86.090034,5283448
2015-11-04,130.324997,133.524994,129.750000,132.850006,88.814301,6963612
2015-11-05,133.500000,135.399994,130.625000,133.074997,88.964714,4652532
2015-11-06,130.399994,130.399994,115.925003,119.150002,79.655426,15340188
2015-11-09,117.500000,120.250000,113.925003,117.400002,78.485497,4857370
2015-11-10,117.000000,119.449997,115.000000,117.800003,78.752914,7850238
2015-11-13,118.500000,120.750000,117.025002,119.699997,80.023117,5701958
2015-11-16,119.150002,120.400002,117.500000,117.875000,78.803047,3728660
2015-11-17,118.550003,119.000000,117.000000,118.125000,78.970169,3361370
2015-11-18,119.324997,119.474998,113.699997,114.175003,76.329483,5888258
2015-11-19,115.074997,116.400002,113.050003,114.000000,76.212486,6336290
2015-11-20,114.250000,116.000000,113.550003,114.750000,76.713890,3561950
2015-11-23,115.250000,115.900002,112.574997,112.900002,75.477104,2526196
2015-11-24,112.675003,114.974998,112.675003,113.175003,75.660957,2839022
2015-11-26,114.000000,114.400002,112.750000,113.599998,75.945076,5048720
2015-11-27,114.125000,117.125000,114.000000,116.925003,78.167946,4187748
2015-11-30,117.500000,118.800003,116.250000,116.800003,78.084373,5383832
2015-12-01,117.449997,118.224998,114.250000,115.750000,77.382431,6180764
2015-12-02,115.900002,116.949997,115.099998,115.525002,77.232002,1910692
2015-12-03,115.550003,116.550003,114.675003,115.175003,76.998009,3022434
2015-12-04,114.849998,114.849998,112.724998,112.974998,75.527245,3410366
2015-12-07,113.074997,113.849998,111.400002,112.224998,75.025848,2355102
2015-12-08,112.224998,112.224998,107.000000,107.375000,71.783485,6753976
